FiscalYear,Chain,Category,Territory,Segment,Buyer,Value Column Name,Value
"2014","Fashions Direct","010-Womens","OH","4017","Ray, Violet","TotalSales","5964.61"
"2014","Fashions Direct","010-Womens","OH","4017","Ray, Violet","TotalSalesLY","5964.61"
"2014","Fashions Direct","010-Womens","OH","4017","Ray, Violet","TotalUnits","620"
"2014","Fashions Direct","010-Womens","OH","4017","Ray, Violet","Variance","0"
"2014","Fashions Direct","010-Womens","OH","4017","Ray, Violet","Variance %","0"
"2014","Fashions Direct","010-Womens","OH","4017","Carr, Slade","TotalSales","2357.39"
"2014","Fashions Direct","010-Womens","OH","4017","Carr, Slade","TotalSalesLY","2318.39"
"2014","Fashions Direct","010-Womens","OH","4017","Carr, Slade","TotalUnits","291"
"2014","Fashions Direct","010-Womens","OH","4017","Carr, Slade","Variance","39"
"2014","Fashions Direct","010-Womens","OH","4017","Carr, Slade","Variance %","0.016822018728514184"
"2014","Fashions Direct","010-Womens","OH","4017","Mendez, Jerry","TotalSales","360.63"
"2014","Fashions Direct","010-Womens","OH","4017","Mendez, Jerry","TotalSalesLY","360.63"
"2014","Fashions Direct","010-Womens","OH","4017","Mendez, Jerry","TotalUnits","53"
"2014","Fashions Direct","010-Womens","OH","4017","Mendez, Jerry","Variance","0"
"2014","Fashions Direct","010-Womens","OH","4017","Mendez, Jerry","Variance %","0"
"2014","Fashions Direct","010-Womens","OH","4017","Clemons, Uma","TotalSales","223.73000000000002"
"2014","Fashions Direct","010-Womens","OH","4017","Clemons, Uma","TotalSalesLY","222.73000000000002"
"2014","Fashions Direct","010-Womens","OH","4017","Clemons, Uma","TotalUnits","35"
"2014","Fashions Direct","010-Womens","OH","4017","Clemons, Uma","Variance","1"
"2014","Fashions Direct","010-Womens","OH","4017","Clemons, Uma","Variance %","0.00448974094194765"
"2014","Fashions Direct","010-Womens","OH","4017","Hubbard, Quintessa","TotalSales","14.99"
"2014","Fashions Direct","010-Womens","OH","4017","Hubbard, Quintessa","TotalSalesLY","14.99"
"2014","Fashions Direct","010-Womens","OH","4017","Hubbard, Quintessa","TotalUnits","1"
"2014","Fashions Direct","010-Womens","OH","4017","Hubbard, Quintessa","Variance","0"
"2014","Fashions Direct","010-Womens","OH","4017","Hubbard, Quintessa","Variance %","0"
"2014","Fashions Direct","010-Womens","OH","4017","Lynn, Farrah","TotalSales","7"
"2014","Fashions Direct","010-Womens","OH","4017","Lynn, Farrah","TotalSalesLY","7"
"2014","Fashions Direct","010-Womens","OH","4017","Lynn, Farrah","TotalUnits","7"
"2014","Fashions Direct","010-Womens","OH","4017","Lynn, Farrah","Variance","0"
"2014","Fashions Direct","010-Womens","OH","4017","Lynn, Farrah","Variance %","0"
"2014","Fashions Direct","010-Womens","OH","4019","Buchanan, Alma","TotalSales","32248.919999999987"
"2014","Fashions Direct","010-Womens","OH","4019","Buchanan, Alma","TotalSalesLY","31429.549999999992"
"2014","Fashions Direct","010-Womens","OH","4019","Buchanan, Alma","TotalUnits","3890"
"2014","Fashions Direct","010-Womens","OH","4019","Buchanan, Alma","Variance","819.369999999999"
"2014","Fashions Direct","010-Womens","OH","4019","Buchanan, Alma","Variance %","0.026070051909747358"
"2014","Fashions Direct","010-Womens","OH","4019","Ray, Violet","TotalSales","7846.340000000001"
"2014","Fashions Direct","010-Womens","OH","4019","Ray, Violet","TotalSalesLY","7598.840000000001"
"2014","Fashions Direct","010-Womens","OH","4019","Ray, Violet","TotalUnits","721"
"2014","Fashions Direct","010-Womens","OH","4019","Ray, Violet","Variance","247.5"
"2014","Fashions Direct","010-Womens","OH","4019","Ray, Violet","Variance %","0.03257076080033268"
"2014","Fashions Direct","010-Womens","OH","4019","Mccray, Nayda","TotalSales","153.88"
"2014","Fashions Direct","010-Womens","OH","4019","Mccray, Nayda","TotalSalesLY","153.88"
"2014","Fashions Direct","010-Womens","OH","4019","Mccray, Nayda","TotalUnits","17"
"2014","Fashions Direct","010-Womens","OH","4019","Mccray, Nayda","Variance","0"
"2014","Fashions Direct","010-Womens","OH","4019","Mccray, Nayda","Variance %","0"
"2014","Fashions Direct","010-Womens","OH","4019","Ferrell, Sara","TotalSales","133.32"
"2014","Fashions Direct","010-Womens","OH","4019","Ferrell, Sara","TotalSalesLY","80.38000000000001"
"2014","Fashions Direct","010-Womens","OH","4019","Ferrell, Sara","TotalUnits","21"
"2014","Fashions Direct","010-Womens","OH","4019","Ferrell, Sara","Variance","52.94"
"2014","Fashions Direct","010-Womens","OH","4019","Ferrell, Sara","Variance %","0.6586215476486689"
"2014","Fashions Direct","010-Womens","OH","4019","Clemons, Uma","TotalSales","126.71000000000001"
"2014","Fashions Direct","010-Womens","OH","4019","Clemons, Uma","TotalSalesLY","126.71000000000001"
"2014","Fashions Direct","010-Womens","OH","4019","Clemons, Uma","TotalUnits","56"
"2014","Fashions Direct","010-Womens","OH","4019","Clemons, Uma","Variance","0"
"2014","Fashions Direct","010-Womens","OH","4019","Clemons, Uma","Variance %","0"
"2014","Fashions Direct","010-Womens","OH","4019","Hubbard, Quintessa","TotalSales","118.96000000000001"
"2014","Fashions Direct","010-Womens","OH","4019","Hubbard, Quintessa","TotalSalesLY","118.96000000000001"
"2014","Fashions Direct","010-Womens","OH","4019","Hubbard, Quintessa","TotalUnits","23"
"2014","Fashions Direct","010-Womens","OH","4019","Hubbard, Quintessa","Variance","0"
"2014","Fashions Direct","010-Womens","OH","4019","Hubbard, Quintessa","Variance %","0"
"2014","Fashions Direct","010-Womens","OH","4019","Lynn, Farrah","TotalSales","29"
"2014","Fashions Direct","010-Womens","OH","4019","Lynn, Farrah","TotalSalesLY","29"
"2014","Fashions Direct","010-Womens","OH","4019","Lynn, Farrah","TotalUnits","29"
"2014","Fashions Direct","010-Womens","OH","4019","Lynn, Farrah","Variance","0"
"2014","Fashions Direct","010-Womens","OH","4019","Lynn, Farrah","Variance %","0"
"2014","Fashions Direct","010-Womens","OH","4019","Mendez, Jerry","TotalSales","16"
"2014","Fashions Direct","010-Womens","OH","4019","Mendez, Jerry","TotalSalesLY","16"
"2014","Fashions Direct","010-Womens","OH","4019","Mendez, Jerry","TotalUnits","4"
"2014","Fashions Direct","010-Womens","OH","4019","Mendez, Jerry","Variance","0"
"2014","Fashions Direct","010-Womens","OH","4019","Mendez, Jerry","Variance %","0"
"2014","Fashions Direct","010-Womens","OH","4026","Buchanan, Alma","TotalSales","17251.7"
"2014","Fashions Direct","010-Womens","OH","4026","Buchanan, Alma","TotalSalesLY","16555.14"
"2014","Fashions Direct","010-Womens","OH","4026","Buchanan, Alma","TotalUnits","4197"
"2014","Fashions Direct","010-Womens","OH","4026","Buchanan, Alma","Variance","696.5600000000013"
"2014","Fashions Direct","010-Womens","OH","4026","Buchanan, Alma","Variance %","0.04207515007423676"
"2014","Fashions Direct","010-Womens","OH","4026","Ray, Violet","TotalSales","15123.119999999997"
"2014","Fashions Direct","010-Womens","OH","4026","Ray, Violet","TotalSalesLY","15120.129999999996"
"2014","Fashions Direct","010-Womens","OH","4026","Ray, Violet","TotalUnits","3327"
"2014","Fashions Direct","010-Womens","OH","4026","Ray, Violet","Variance","2.9900000000016007"
"2014","Fashions Direct","010-Womens","OH","4026","Ray, Violet","Variance %","0.00019774962252308678"
"2014","Fashions Direct","010-Womens","OH","4026","Carr, Slade","TotalSales","7017.499999999997"
"2014","Fashions Direct","010-Womens","OH","4026","Carr, Slade","TotalSalesLY","7006.5099999999975"
"2014","Fashions Direct","010-Womens","OH","4026","Carr, Slade","TotalUnits","1316"
"2014","Fashions Direct","010-Womens","OH","4026","Carr, Slade","Variance","10.989999999999782"
"2014","Fashions Direct","010-Womens","OH","4026","Carr, Slade","Variance %","0.0015685412566313328"
"2014","Fashions Direct","010-Womens","OH","4026","Hubbard, Quintessa","TotalSales","327.15"
"2014","Fashions Direct","010-Womens","OH","4026","Hubbard, Quintessa","TotalSalesLY","265.69"
"2014","Fashions Direct","010-Womens","OH","4026","Hubbard, Quintessa","TotalUnits","51"
"2014","Fashions Direct","010-Womens","OH","4026","Hubbard, Quintessa","Variance","61.45999999999998"
"2014","Fashions Direct","010-Womens","OH","4026","Hubbard, Quintessa","Variance %","0.23132221762204072"
"2014","Fashions Direct","010-Womens","OH","4026","Mendez, Jerry","TotalSales","167.76999999999998"
"2014","Fashions Direct","010-Womens","OH","4026","Mendez, Jerry","TotalSalesLY","167.76999999999998"
"2014","Fashions Direct","010-Womens","OH","4026","Mendez, Jerry","TotalUnits","91"
"2014","Fashions Direct","010-Womens","OH","4026","Mendez, Jerry","Variance","0"
"2014","Fashions Direct","010-Womens","OH","4026","Mendez, Jerry","Variance %","0"
"2014","Fashions Direct","010-Womens","OH","4026","Mccray, Nayda","TotalSales","119.76"
"2014","Fashions Direct","010-Womens","OH","4026","Mccray, Nayda","TotalSalesLY","119.76"
"2014","Fashions Direct","010-Womens","OH","4026","Mccray, Nayda","TotalUnits","24"
"2014","Fashions Direct","010-Womens","OH","4026","Mccray, Nayda","Variance","0"
"2014","Fashions Direct","010-Womens","OH","4026","Mccray, Nayda","Variance %","0"
"2014","Fashions Direct","010-Womens","OH","4026","Ward, Kermit","TotalSales","51.56"
"2014","Fashions Direct","010-Womens","OH","4026","Ward, Kermit","TotalSalesLY","51.56"
"2014","Fashions Direct","010-Womens","OH","4026","Ward, Kermit","TotalUnits","28"
"2014","Fashions Direct","010-Womens","OH","4026","Ward, Kermit","Variance","0"
